@relation 'gesture-weka.filters.unsupervised.attribute.Remove-R31_gesture-weka.filters.unsupervised.attribute.Remove-V-R3,7-11,12-26,27-30,357'

@attribute ratio numeric
@attribute newFingerTipDistRefined_f1 numeric
@attribute newFingerTipDistRefined_f2 numeric
@attribute newFingerTipDistRefined_f3 numeric
@attribute newFingerTipDistRefined_f4 numeric
@attribute newFingerTipDistRefined_f5 numeric
@attribute fingerDirection_f1_x numeric
@attribute fingerDirection_f1_y numeric
@attribute fingerDirection_f1_z numeric
@attribute fingerDirection_f2_x numeric
@attribute fingerDirection_f2_y numeric
@attribute fingerDirection_f2_z numeric
@attribute fingerDirection_f3_x numeric
@attribute fingerDirection_f3_y numeric
@attribute fingerDirection_f3_z numeric
@attribute fingerDirection_f4_x numeric
@attribute fingerDirection_f4_y numeric
@attribute fingerDirection_f4_z numeric
@attribute fingerDirection_f5_x numeric
@attribute fingerDirection_f5_y numeric
@attribute fingerDirection_f5_z numeric
@attribute fingerAngle_1 numeric
@attribute fingerAngle_2 numeric
@attribute fingerAngle_3 numeric
@attribute fingerAngle_4 numeric
@attribute class {G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G20,G21,G22,G23,G24}

@data
0,66.696335,33.191067,35.543575,33.755032,29.958014,-0.472544,0.81343,-0.339167,0.234072,-0.971043,-0.047818,-0.000318,-0.994791,0.101933,-0.117715,-0.975299,0.186908,-0.365463,-0.871082,0.328105,0,0,0,0,G01
0.01764,0.323241,1.032979,1.135415,1.064331,0.890667,0.023463,0.513195,-0.857952,0.019716,0.898154,-0.439238,0.014995,0.876093,-0.481909,-0.002149,0.882979,-0.469408,0.054162,0.882426,-0.467322,0.208908,0.184386,0.302731,0,G02
0.01601,0.551702,1.032537,1.129707,1.073892,0.917685,0.42479,0.314074,-0.849065,-0.023178,0.905556,-0.423592,0.02555,0.918189,-0.395317,0.053991,0.929499,-0.364852,0.12374,0.933897,-0.335447,0.250624,0.219427,0.297668,0,G02
0.015508,0.55287,1.03429,1.130527,1.076732,0.921996,0.377492,0.311637,-0.871999,-0.104518,0.911688,-0.397367,-0.032235,0.919422,-0.39195,-0.00806,0.938298,-0.345734,0.076465,0.955618,-0.284512,0.267143,0.217518,0.307648,0,G02
0.015161,0.553093,1.034662,1.130083,1.077228,0.928218,0.381236,0.332491,-0.862617,-0.129527,0.911945,-0.389331,-0.051873,0.934615,-0.351858,-0.033527,0.941568,-0.33515,0.073669,0.959011,-0.273624,0.274189,0.211268,0.32413,0,G02
0,55.109093,41.108704,42.275002,41.63456,34.18441,0.15278,0.679715,-0.717388,0.125145,-0.991987,0.017358,-0.08853,-0.992435,0.085064,-0.226072,-0.973938,0.018346,-0.541271,-0.838028,0.068809,0,0,0,0,G02
0.017685,0.331341,1.034134,1.136199,1.060875,0.890473,0.044527,0.521293,-0.852215,0.038817,0.899168,-0.435878,0.027859,0.884987,-0.464782,-0.010916,0.892461,-0.450992,0.071432,0.889943,-0.450444,0.202695,0.167839,0.323655,0,G02
0.015423,0.567174,1.039363,1.140767,1.079356,0.922742,0.460204,0.136478,-0.87726,-0.080147,0.785923,-0.613108,-0.086016,0.824178,-0.559761,0.007244,0.913588,-0.406577,0.094234,0.924912,-0.368316,0.211824,0.299486,0.312663,0,G02
0.014186,0.569936,1.044417,1.145275,1.07148,0.955748,0.427101,0.142727,-0.892868,-0.153191,0.758772,-0.633086,-0.197171,0.867856,-0.456015,-0.170759,0.897589,-0.406417,0.132821,0.892498,-0.431053,0.236181,0.221552,0.474054,0,G02
0.017802,0.326519,1.034615,1.13574,1.060115,0.8885,0.052818,0.522155,-0.851213,0.041094,0.894825,-0.444522,0.034367,0.888906,-0.456799,-0.016902,0.869576,-0.49351,0.066403,0.88731,-0.456368,0.205167,0.160221,0.322033,0,G02
0.017597,0.321179,1.03387,1.135677,1.064457,0.89068,0.050355,0.514806,-0.855827,0.036184,0.899012,-0.436426,0.028541,0.883533,-0.467498,0.019453,0.892234,-0.451154,0.074524,0.886974,-0.455766,0.204579,0.190837,0.302533,0,G02
1,1,0.928321,0.948053,0.923834,0.753698,-0.93434,0.248075,-0.255866,-0.77668,-0.304452,-0.551432,-0.819158,-0.330162,-0.469014,-0.843037,-0.340939,-0.415992,-0.947336,-0.208584,-0.242995,0,0,0,0,G03
1,1,0.920604,0.947693,0.960547,0.785919,-0.857285,0.417637,-0.301068,-0.607899,-0.229573,-0.760102,-0.691772,-0.307299,-0.653467,-0.735532,-0.249864,-0.629731,-0.878336,-0.164782,-0.448745,0,0,0,0,G03
0,70.028214,65.486572,66.95076,66.483658,53.962822,-0.91496,0.22617,-0.334208,-0.656254,-0.344328,-0.671394,-0.709611,-0.407741,-0.57463,-0.727436,-0.424221,-0.539327,-0.872494,-0.334152,-0.356505,0,0,0,0,G03
0,71.179436,64.500687,66.209251,67.120575,54.403126,-0.900352,0.211167,-0.380492,-0.609691,-0.368516,-0.701764,-0.679296,-0.412989,-0.606627,-0.720321,-0.361591,-0.591938,-0.87744,-0.265262,-0.399669,0,0,0,0,G03
0,71.959511,64.386627,66.196999,67.49498,54.527279,-0.914211,0.208768,-0.347325,-0.609271,-0.379978,-0.695992,-0.683336,-0.416995,-0.599306,-0.739227,-0.318691,-0.593279,-0.891835,-0.219687,-0.395434,0,0,0,0,G03
0,71.649017,64.719498,66.389969,67.411987,54.782654,-0.933835,0.221009,-0.281261,-0.712947,-0.319455,-0.624224,-0.776642,-0.363736,-0.514319,-0.84625,-0.261996,-0.463918,-0.944445,-0.16126,-0.286389,0,0,0,0,G03
0,70.093231,64.916725,66.6586,68.306801,56.466633,-0.91506,0.271488,-0.29826,-0.699798,-0.324227,-0.636521,-0.768152,-0.372707,-0.520608,-0.854254,-0.173551,-0.490031,-0.953758,-0.028235,-0.299246,0,0,0,0,G03
1,1,0.892788,0.922185,0.948489,0.776422,-0.891842,0.258144,-0.371455,-0.53411,-0.465607,-0.705646,-0.619307,-0.528635,-0.58052,-0.720909,-0.370521,-0.585666,-0.87105,-0.279524,-0.403904,0,0,0,0,G03
1,1,0.909244,0.94688,0.919624,0.746249,-0.933627,0.223224,-0.2802,-0.641117,-0.320286,-0.697414,-0.702984,-0.390722,-0.594264,-0.684322,-0.500491,-0.530294,-0.834821,-0.421548,-0.354078,0,0,0,0,G03
1,1,0.907925,0.949467,0.916314,0.737036,-0.83752,0.454562,-0.303205,-0.652484,-0.26305,-0.710682,-0.744275,-0.297868,-0.597771,-0.797397,-0.209938,-0.565759,-0.909801,-0.150527,-0.386786,0,0,0,0,G03
1,0.583223,1,0.46924,0.432059,0.588173,0.257476,0.121042,-0.958674,0.089842,0.513469,-0.853392,-0.09244,-0.860729,0.500601,-0.222611,-0.858372,0.462214,-0.287395,-0.879533,-0.379244,0,0,0,0,G04
1,0.632216,1,0.645968,0.612294,0.588238,0.199043,0.120912,-0.972503,0.181783,0.580484,-0.793721,-0.268408,-0.962751,-0.032666,-0.398733,-0.905259,-0.146689,-0.465115,-0.75375,-0.464251,0,0,0,0,G04
1,0.614974,1,0.570155,0.52961,0.588217,0.168447,0.17907,-0.969309,0.158052,0.579662,-0.799382,-0.194076,-0.970319,0.144275,-0.354061,-0.933456,0.057457,-0.402979,-0.790724,-0.460829,0,0,0,0,G04
1,0.614897,1,0.570049,0.529567,0.588216,0.169096,0.178788,-0.969248,0.158343,0.579757,-0.799255,-0.194275,-0.970248,0.144484,-0.354219,-0.933397,0.057437,-0.403027,-0.790576,-0.461042,0,0,0,0,G04
1,0.613076,1,0.570554,0.526933,0.588205,0.174229,0.192383,-0.965729,0.19172,0.570552,-0.79857,-0.211039,-0.966398,0.146759,-0.365432,-0.927542,0.078267,-0.39532,-0.790737,-0.467394,0,0,0,0,G04
1,0.603874,1,0.506713,0.466696,0.588195,0.178517,0.225585,-0.957728,0.186854,0.577994,-0.79436,-0.198987,-0.945974,0.256004,-0.324209,-0.929602,0.175295,-0.336911,-0.812018,-0.476569,0,0,0,0,G04
1,0.611109,1,0.492328,0.452451,0.588188,0.192179,0.196963,-0.961391,0.201601,0.569243,-0.797069,-0.221276,-0.930652,0.291417,-0.347255,-0.912464,0.216386,-0.352112,-0.807658,-0.472975,0,0,0,0,G04
1,0.606493,1,0.489657,0.448157,0.588183,0.14364,0.199125,-0.96939,0.155283,0.555629,-0.816801,-0.16659,-0.925089,0.34126,-0.290814,-0.91496,0.279778,-0.316111,-0.839122,-0.442661,0,0,0,0,G04
1,0.602085,1,0.507371,0.471439,0.588179,0.197658,0.121271,-0.972741,0.156279,0.518044,-0.840957,-0.201191,-0.917583,0.342876,-0.335414,-0.905635,0.259467,-0.378683,-0.83401,-0.401282,0,0,0,0,G04
1,0.59283,1,0.484933,0.447494,0.588175,0.26014,0.132192,-0.956479,0.107411,0.512162,-0.852146,-0.102002,-0.885793,0.452733,-0.218615,-0.879512,0.422688,-0.277762,-0.880637,-0.383833,0,0,0,0,G04
0,57.065666,64.422394,68.258842,63.782639,56.446556,0.113503,0.086189,-0.989792,-0.041376,-0.246188,-0.968339,-0.069872,-0.203226,-0.976636,-0.110476,-0.165887,-0.979937,-0.207313,-0.021093,-0.978047,0,0,0,0,G05
0,46.283329,68.670265,57.74847,52.795986,46.498817,0.046954,0.168705,-0.984548,-0.297697,-0.608,-0.736012,-0.408584,-0.39879,-0.820991,-0.465959,-0.365535,-0.80577,-0.603338,-0.232752,-0.762765,0,0,0,0,G05
0,45.071342,68.667824,57.908688,52.888653,46.621315,0.047909,0.179972,-0.982504,-0.279737,-0.626842,-0.727197,-0.379409,-0.365255,-0.850081,-0.447666,-0.327187,-0.832192,-0.578456,-0.169388,-0.797933,0,0,0,0,G05
0,44.855064,68.667366,58.044392,53.077484,46.673275,0.043717,0.180341,-0.982632,-0.272073,-0.635552,-0.72253,-0.367884,-0.359806,-0.857439,-0.440678,-0.325967,-0.83639,-0.572967,-0.177351,-0.80016,0,0,0,0,G05
0,43.567123,68.665329,58.20076,53.401581,47.498489,0.011096,0.223272,-0.974693,-0.243502,-0.653074,-0.717078,-0.334019,-0.332359,-0.882025,-0.404095,-0.306685,-0.861772,-0.537045,-0.166929,-0.826872,0,0,0,0,G05
0,50.040493,64.228577,64.436493,63.482136,55.465374,0.163319,0.062307,-0.984604,-0.076645,-0.227086,-0.970854,-0.148751,-0.269913,-0.951325,-0.155218,-0.129402,-0.979368,-0.258371,0.043064,-0.965085,0,0,0,0,G05
0,50.515606,64.332382,64.740593,61.698997,54.170265,0.133866,0.076034,-0.988078,-0.074711,-0.216537,-0.973411,-0.144871,-0.259495,-0.954817,-0.1684,-0.167644,-0.971358,-0.273871,0.005238,-0.961752,0,0,0,0,G05
0,50.72543,64.369362,65.221565,61.139069,53.421951,0.126161,0.076768,-0.989035,-0.067794,-0.218341,-0.973515,-0.132777,-0.253638,-0.958143,-0.170722,-0.189717,-0.966882,-0.285881,-0.034015,-0.957661,0,0,0,0,G05
0,58.253662,64.43866,68.911491,64.021133,56.410961,0.089943,0.112997,-0.989516,-0.027706,-0.258208,-0.965692,-0.038392,-0.17406,-0.983986,-0.083204,-0.156022,-0.984243,-0.186055,-0.025374,-0.982212,0,0,0,0,G05
0,57.79673,64.405334,69.732918,64.694328,56.414299,0.124822,0.069584,-0.989736,-0.054231,-0.237511,-0.96987,-0.069967,-0.167388,-0.983405,-0.118723,-0.137296,-0.983389,-0.221122,-0.008645,-0.975208,0,0,0,0,G05
0.014288,0.668715,0.715452,1.378388,1.311825,1.081171,-0.428506,0.43223,-0.793448,0.208299,-0.976805,-0.049632,0.016227,0.727973,-0.685414,-0.058628,0.751621,-0.656984,-0.121196,0.810122,-0.573597,1.14978,0.138277,0.203182,0,G06
0.023932,0.636296,0.556532,1.103177,1.056616,0.878134,-0.411479,0.430333,-0.803429,0.216428,-0.973542,-0.073307,0.065454,0.877051,-0.475917,-0.015364,0.929884,-0.367532,-0.020406,0.967263,-0.252955,0.152333,0.246125,0,0,G06
0.024593,0.627639,0.548308,1.105776,1.055319,0.874301,-0.397902,0.48835,-0.776652,0.209558,-0.972224,-0.104242,0.061385,0.852163,-0.519663,-0.064637,0.901878,-0.427129,-0.062708,0.959961,-0.273024,0.117144,0.262579,0,0,G06
0.025133,0.626778,0.546001,1.105854,1.05508,0.872161,-0.393228,0.503447,-0.769359,0.21613,-0.969765,-0.113328,0.057625,0.848345,-0.526299,-0.069588,0.903273,-0.423386,-0.08255,0.952863,-0.291956,0.122824,0.248704,0,0,G06
0.024842,0.653723,0.561093,1.10749,1.05323,0.874863,-0.40916,0.478935,-0.776666,0.195387,-0.972079,-0.129947,0.046395,0.838608,-0.542755,-0.106982,0.874885,-0.472367,-0.076526,0.950833,-0.300101,0.086955,0.285389,0,0,G06
0.02481,0.640103,0.555336,1.108701,1.05443,0.873334,-0.410945,0.484889,-0.772015,0.178415,-0.974705,-0.134605,0.047374,0.811054,-0.583049,-0.084604,0.904156,-0.41874,-0.079927,0.936584,-0.341208,0.159605,0.254409,0,0,G06
0.01284,0.782751,0.691604,1.369988,1.299779,1.080715,-0.439136,0.460563,-0.771389,0.17326,-0.976538,-0.127887,0.045969,0.816635,-0.575321,-0.111065,0.876821,-0.467814,-0.072364,0.935704,-0.345286,1.15364,0.105062,0.282654,0,G06
0.012908,0.782364,0.691787,1.368716,1.300819,1.077909,-0.439274,0.460507,-0.771344,0.173242,-0.975883,-0.132814,0.044061,0.814881,-0.577951,-0.096919,0.878695,-0.467442,-0.081671,0.931439,-0.354613,1.15083,0.116318,0.263577,0,G06
0.014183,0.670401,0.721185,1.384619,1.317372,1.084699,-0.434093,0.423097,-0.795332,0.213637,-0.975472,-0.053039,0.030875,0.736847,-0.675354,-0.072407,0.759024,-0.647024,-0.127194,0.828199,-0.545809,1.192413,0.114886,0.210482,0,G06
0.014317,0.665441,0.716797,1.381783,1.313027,1.080953,-0.422303,0.421978,-0.802243,0.210464,-0.977002,-0.034249,0.018484,0.736168,-0.676547,-0.06994,0.742447,-0.666244,-0.128457,0.811246,-0.57042,1.167882,0.126784,0.208086,0,G06
1,1,1.317489,0.55999,0.547885,0.540669,-0.824169,0.266446,-0.499752,-0.829518,0.460136,0.316503,0.529052,0.156526,0.834028,0.544237,0.334862,0.769203,0.546715,0.400328,0.735418,0,0,0,0,G07
0,63.768742,95.195053,41.451885,40.453739,40.694798,-0.913913,0.02202,-0.405313,-0.866749,0.38007,0.322943,0.511181,0.115641,0.851658,0.527727,0.288627,0.798873,0.501234,0.348958,0.791829,0,0,0,0,G07
1,1,1.185835,0.528607,0.498942,0.502502,-0.870555,0.244943,-0.426774,-0.832246,0.345015,0.433972,0.552126,0.112451,0.826143,0.613719,0.2758,0.739786,0.555803,0.386526,0.735989,0,0,0,0,G07
0,67.714424,95.416618,41.861267,40.994514,40.516972,-0.93391,0.025865,-0.356573,-0.82867,0.427483,0.361337,0.575641,0.149697,0.803883,0.590886,0.29726,0.749993,0.565452,0.37978,0.732141,0,0,0,0,G07
1,1,1.131999,0.504962,0.47437,0.473095,-0.856384,0.279897,-0.433893,-0.824849,0.367195,0.429875,0.575819,0.171711,0.799342,0.648372,0.317716,0.69186,0.607186,0.421795,0.67336,0,0,0,0,G07
0,66.240738,95.346581,40.968716,40.189129,40.039398,-0.92767,0.077342,-0.365303,-0.808525,0.436951,0.394158,0.575906,0.051929,0.815865,0.595417,0.194306,0.779566,0.587185,0.27467,0.761426,0,0,0,0,G07
1,1,1.193762,0.529524,0.504874,0.502039,-0.858254,0.285679,-0.426366,-0.818552,0.384325,0.426927,0.574122,0.10268,0.812306,0.63772,0.274019,0.71988,0.593697,0.362514,0.718406,0,0,0,0,G07
0,74.167534,97.087517,40.922134,39.853691,39.806332,-0.91381,0.060165,-0.401662,-0.845028,0.429628,0.318352,0.522618,0.104961,0.846081,0.549336,0.317685,0.772856,0.550529,0.359575,0.753408,0,0,0,0,G07
0,68.526802,95.117805,40.07394,39.262341,39.844189,-0.926077,0.01112,-0.37717,-0.833019,0.422776,0.356847,0.548641,0.18636,0.815024,0.573845,0.319925,0.75389,0.538325,0.41486,0.733551,0,0,0,0,G07
0,67.728134,96.746986,42.983479,41.014969,40.133282,-0.912539,0.061469,-0.404344,-0.860632,0.405674,0.3078,0.491618,0.184324,0.85108,0.514426,0.321556,0.794964,0.526572,0.378605,0.76117,0,0,0,0,G07
0.057635,0.686671,0.967607,1.040151,0.373689,0.384432,-0.965906,0.101436,-0.238193,-0.879483,0.383881,0.281325,-0.882454,0.418833,0.214133,0.737178,0.294342,0.60822,0.700784,0.412382,0.582102,0.175985,0,0,0,G08
0.06742,0.749917,0.964249,1.041215,0.377428,0.394441,-0.920794,0.094443,-0.378442,-0.911798,0.311383,0.267702,-0.911397,0.375465,0.16847,0.677248,0.324936,0.660115,0.62795,0.423446,0.652972,0.147784,0,0,0,G08
0.054165,0.705267,0.967017,1.042005,0.372117,0.386154,-0.949902,0.088403,-0.299786,-0.898723,0.363335,0.245528,-0.907666,0.383784,0.169861,0.714239,0.27746,0.642556,0.674267,0.387215,0.628832,0.189739,0,0,0,G08
0.056814,0.693962,0.965399,1.042476,0.372095,0.38349,-0.949706,0.113696,-0.291775,-0.890816,0.384867,0.241504,-0.898252,0.411846,0.153382,0.769627,0.255039,0.585346,0.724758,0.37939,0.575143,0.177315,0,0,0,G08
0.053397,0.696519,0.968741,1.040569,0.369009,0.384409,-0.940308,0.079415,-0.330929,-0.911526,0.353058,0.21088,-0.918454,0.368262,0.14431,0.712458,0.315358,0.62686,0.664907,0.423909,0.61498,0.192722,0,0,0,G08
0.054958,0.711598,0.967681,1.041106,0.372367,0.386572,-0.944923,0.09393,-0.313526,-0.904498,0.355047,0.236275,-0.909965,0.379683,0.166745,0.703342,0.283397,0.651917,0.66247,0.392168,0.63823,0.187259,0,0,0,G08
0.0547,0.683858,0.967464,1.041255,0.373299,0.384347,-0.955129,0.094594,-0.28068,-0.887048,0.390834,0.245753,-0.894846,0.411122,0.173865,0.758504,0.281676,0.587649,0.718796,0.399031,0.569303,0.186534,0,0,0,G08
0.056347,0.694795,0.967782,1.040402,0.372287,0.385371,-0.951868,0.083406,-0.294942,-0.898141,0.387313,0.208162,-0.9003,0.41252,0.138876,0.713576,0.342205,0.611314,0.67552,0.444062,0.588626,0.180747,0,0,0,G08
0.051454,0.696255,0.967991,1.042065,0.372284,0.384809,-0.939387,0.087763,-0.331437,-0.90657,0.374196,0.195215,-0.917318,0.378147,0.124626,0.691363,0.333491,0.640938,0.655129,0.439539,0.614501,0.200285,0,0,0,G08
0.052315,0.691966,0.967861,1.041864,0.373541,0.384966,-0.966066,0.019658,-0.257546,-0.904527,0.343737,0.252342,-0.918498,0.350573,0.182921,0.708565,0.386208,0.590576,0.659198,0.498821,0.562704,0.196964,0,0,0,G08
1,0.66906,0.513846,0.507542,0.472011,1,0.28335,0.497332,-0.819984,-0.038372,-0.999158,0.014507,-0.146946,-0.987507,0.056894,-0.314929,-0.94738,0.05737,0.050826,0.835715,-0.546807,0,0,0,0,G09
1,0.844015,0.642625,0.612953,0.540946,1,0.410726,0.439513,-0.798832,-0.100486,-0.960691,-0.258795,-0.260759,-0.936113,-0.236002,-0.432478,-0.874552,-0.219365,0.004639,0.492833,-0.870111,0,0,0,0,G09
1,0.717526,0.518784,0.506449,0.453764,1,0.377722,0.411065,-0.82967,-0.109522,-0.981398,-0.15768,-0.265157,-0.960245,-0.087295,-0.412924,-0.909838,-0.041086,0.063371,0.850708,-0.521804,0,0,0,0,G09
1,0.726508,0.522069,0.508332,0.455501,1,0.384788,0.399835,-0.831908,-0.101697,-0.983428,-0.150089,-0.264133,-0.961931,-0.070164,-0.412159,-0.910748,-0.025735,0.051277,0.838674,-0.542215,0,0,0,0,G09
1,0.77057,0.758228,0.575667,0.52287,1,0.323794,0.476443,-0.81741,0.012801,-0.874541,-0.484782,-0.185331,-0.97799,-0.095852,-0.344262,-0.929163,-0.134682,0.038286,0.62263,-0.781579,0,0,0,0,G09
1,0.767358,0.763412,0.559527,0.50747,1,0.288963,0.483538,-0.826251,0.001909,-0.881289,-0.472573,-0.189669,-0.980852,-0.044217,-0.351612,-0.932497,-0.082578,0.016531,0.565174,-0.824806,0,0,0,0,G09
1,0.662738,0.512969,0.509911,0.472495,1,0.29233,0.486484,-0.823332,-0.027062,-0.999214,0.028966,-0.126697,-0.988695,0.080188,-0.303306,-0.950186,0.071778,0.054437,0.837349,-0.543951,0,0,0,0,G09
1,0.654554,0.507816,0.496322,0.468324,1,0.299914,0.478697,-0.825167,-0.007539,-0.995468,0.094802,-0.070398,-0.989918,0.122911,-0.287196,-0.95171,0.108475,0.066215,0.835925,-0.544834,0,0,0,0,G09
1,0.791152,0.773297,0.596431,0.536976,1,0.34849,0.472733,-0.809369,-0.043879,-0.862755,-0.503714,-0.256983,-0.948444,-0.185508,-0.410283,-0.886976,-0.211995,0.074438,0.560154,-0.825037,0,0,0,0,G09
1,0.628726,0.474021,0.470698,0.452784,1,0.508334,0.347895,-0.78776,0.097668,-0.873066,0.477721,0.02482,-0.897049,0.441234,-0.177061,-0.943516,0.280047,0.16037,0.855882,-0.491678,0,0,0,0,G09
0.023233,0.502476,0.996187,1.051982,0.504032,0.433078,0.150048,0.391587,-0.907825,-0.19102,0.830908,-0.522594,0.058227,0.746092,-0.663292,-0.181129,-0.973501,0.139601,-0.338102,-0.927705,0.158271,0.434772,0,0,0,G10
0.022347,0.550572,0.996374,1.055532,0.538664,0.463371,-0.063659,0.454599,-0.888419,-0.198039,0.841065,-0.503379,0.104323,0.81124,-0.575331,-0.229188,-0.969702,0.084561,-0.380818,-0.921685,0.073986,0.450999,0,0,0,G10
0.022696,0.552667,0.994509,1.055957,0.539388,0.461582,-0.078674,0.398931,-0.9136,-0.190845,0.816606,-0.544731,0.101595,0.782733,-0.614009,-0.260764,-0.956103,0.133678,-0.408994,-0.902031,0.138073,0.444848,0,0,0,G10
0.022644,0.545441,0.996197,1.054651,0.535179,0.45838,-0.057891,0.42641,-0.902675,-0.197366,0.842867,-0.500622,0.083644,0.789256,-0.608341,-0.217562,-0.970811,0.100959,-0.370558,-0.922796,0.105519,0.446471,0,0,0,G10
0.022598,0.545033,0.996328,1.054761,0.535445,0.458182,-0.049405,0.420904,-0.905759,-0.196819,0.840339,-0.505067,0.088052,0.789858,-0.606936,-0.214254,-0.971324,0.103076,-0.366349,-0.924192,0.107969,0.447509,0,0,0,G10
0.022639,0.545175,0.996937,1.05422,0.543067,0.458591,-0.041671,0.42398,-0.904713,-0.197944,0.829468,-0.522303,0.082697,0.771685,-0.630605,-0.230699,-0.970547,0.069406,-0.368092,-0.923726,0.106009,0.447791,0,0,0,G10
0.024171,0.543964,0.990281,1.054278,0.53993,0.458774,-0.066087,0.427887,-0.901413,-0.180273,0.823511,-0.537895,0.064164,0.774681,-0.629088,-0.225023,-0.970913,0.081807,-0.37159,-0.923127,0.098779,0.418522,0,0,0,G10
0.024207,0.543943,0.990013,1.054416,0.539518,0.458948,-0.068878,0.42584,-0.902173,-0.182002,0.821216,-0.540814,0.062347,0.774201,-0.629861,-0.222534,-0.971161,0.085583,-0.370508,-0.923457,0.099757,0.417926,0,0,0,G10
0.023095,0.502362,0.996796,1.051952,0.502678,0.43207,0.144799,0.389831,-0.909431,-0.194193,0.826721,-0.528035,0.059948,0.745129,-0.66422,-0.189966,-0.970999,0.145169,-0.344756,-0.923813,0.166474,0.437327,0,0,0,G10
0.023974,0.502984,0.992476,1.052643,0.52122,0.447162,0.138762,0.374649,-0.916724,-0.185501,0.835701,-0.516908,0.048287,0.756458,-0.652257,-0.178252,-0.979168,0.097247,-0.320587,-0.940146,0.115543,0.421072,0,0,0,G10
0.010666,1.21903,1.223426,0.467043,0.44686,0.459798,-0.886861,0.432045,-0.163752,-0.289583,0.770051,-0.568475,0.23088,-0.971561,0.05257,0.021267,-0.994147,0.105919,-0.030856,-0.997958,0.055927,1.222794,0,0,0,G11
0.010296,1.254245,1.250401,0.493833,0.470414,0.47487,-0.931302,0.347013,-0.11072,-0.348279,0.824719,-0.44558,0.282527,-0.958417,-0.040198,0.081634,-0.995957,0.037482,0.036205,-0.999287,0.010674,1.291942,0,0,0,G11
0.010651,1.215421,1.232067,0.461743,0.435961,0.456211,-0.855682,0.447812,-0.259371,-0.23651,0.790515,-0.564932,0.214198,-0.972124,0.095359,0.012662,-0.985662,0.168253,-0.057125,-0.994758,0.084808,1.228677,0,0,0,G11
0.010356,1.236076,1.258652,0.464452,0.444691,0.458959,-0.943491,0.330139,-0.028866,-0.371351,0.808372,-0.456765,0.313441,-0.937548,0.150857,0.121842,-0.962891,0.240823,0.045991,-0.980843,0.189295,1.281417,0,0,0,G11
0.010553,1.227347,1.25853,0.468476,0.447587,0.466411,-0.914278,0.361597,-0.182604,-0.317739,0.801031,-0.507337,0.313659,-0.940228,0.132624,0.110381,-0.968439,0.223475,0.03796,-0.986335,0.160321,1.271892,0,0,0,G11
0.010491,1.229661,1.247466,0.488292,0.462867,0.46842,-0.936975,0.32939,-0.116531,-0.372693,0.793826,-0.480563,0.290382,-0.956173,0.037584,0.103343,-0.987253,0.121048,0.0513,-0.995176,0.083621,1.26221,0,0,0,G11
0.010272,1.247576,1.269448,0.481349,0.44712,0.463101,-0.953325,0.294911,-0.064799,-0.362495,0.847299,-0.388177,0.307918,-0.947991,0.080615,0.138131,-0.971868,0.190766,0.084518,-0.986602,0.139545,1.304989,0,0,0,G11
0.010418,1.236679,1.258941,0.477769,0.444044,0.462029,-0.929157,0.358654,-0.089637,-0.30882,0.844196,-0.438135,0.269437,-0.961326,0.057062,0.089363,-0.984666,0.149822,0.044107,-0.994395,0.096089,1.282374,0,0,0,G11
0.010469,1.240239,1.239512,0.469553,0.445321,0.464566,-0.918148,0.381622,-0.106624,-0.28436,0.789889,-0.543337,0.262698,-0.963494,0.051656,0.066966,-0.991155,0.114578,0.004871,-0.999187,0.040029,1.265066,0,0,0,G11
0.010238,1.251928,1.257805,0.467078,0.446265,0.462823,-0.931083,0.360033,-0.058825,-0.350007,0.807624,-0.474594,0.289056,-0.950645,0.112788,0.098314,-0.973823,0.204945,0.020846,-0.989587,0.14242,1.297314,0,0,0,G11
0,52.373764,47.474483,49.122215,47.670235,44.679577,0.287632,0.243804,-0.92619,0.213824,-0.866201,0.451637,0.05449,-0.863338,0.501676,-0.155109,-0.882445,0.444109,-0.216622,-0.885278,0.411531,0,0,0,0,G12
0,52.832706,56.246201,59.351955,55.952705,49.245754,0.061987,0.352976,-0.933577,0.161144,-0.964702,0.208283,-0.034313,-0.96211,0.270493,-0.246046,-0.950521,0.189661,-0.344171,-0.925741,0.156686,0,0,0,0,G12
0,53.453266,56.072292,59.110859,55.512901,48.781548,0.092294,0.346004,-0.933683,0.127505,-0.966006,0.224888,-0.064535,-0.957153,0.282301,-0.270101,-0.939906,0.208858,-0.366368,-0.911448,0.187179,0,0,0,0,G12
0,52.786507,55.271107,58.431686,55.121967,48.612312,0.121234,0.34619,-0.930298,0.156414,-0.954208,0.254995,-0.029619,-0.952703,0.302456,-0.238408,-0.947114,0.214794,-0.33716,-0.922906,0.185922,0,0,0,0,G12
0,51.8591,52.643887,54.984726,55.586803,48.560905,0.017514,0.374585,-0.927027,0.148648,-0.934082,0.324645,-0.02822,-0.917574,0.396562,-0.276226,-0.936521,0.215933,-0.376958,-0.902646,0.207687,0,0,0,0,G12
0,51.865593,51.874344,54.11594,54.939068,47.566002,0.098941,0.340179,-0.935141,0.166744,-0.923734,0.344835,-0.008469,-0.910103,0.414296,-0.246982,-0.933592,0.259626,-0.360687,-0.892568,0.270605,0,0,0,0,G12
